Datum,Opis,Isplata,Uplata,Primalac/Platilac,Kategorija
01.04.2025,"Isplatasaračuna-
plaćanjeračuna",5303.9,0.0,A1,📱 Računi i usluge
01.04.2025,Kupovina,5001.52,0.0,"705BSCACAKII
CACAK688",❓ Ostalo
01.04.2025,Kupovina,260.0,0.0,"141PRELJINA-2
PRELJINA688",❓ Ostalo
01.04.2025,Kupovina,1100.0,0.0,"ZOOLOSKIVRT
GRADABEOGRAD
688",❓ Ostalo
01.04.2025,Kupovina,2150.0,0.0,"RICHARDGYROS
ANDSWEE
BEOGRAD688",🍔 Restorani i dostava
02.04.2025,Kupovina,2630.0,0.0,"CASTELLO
BOUTIQUECACAK
688",🍔 Restorani i dostava
02.04.2025,Kupovina,1450.0,0.0,"GMGVELVET
D.O.O.CACA
CACAK688",🍔 Restorani i dostava
02.04.2025,Kupovina,600.0,0.0,"MEDILABM-CA
CACAK688",🩺 Zdravstveni pregledi i analize
02.04.2025,Kupovina,350.0,0.0,"MEDILABCENTAR
CACAK688",🩺 Zdravstveni pregledi i analize
02.04.2025,Kupovina,1052.8,0.0,"JPPUTEVISRBIJE
ECOMMER
BEOGRAD688",❓ Ostalo
02.04.2025,Kupovina,1448.0,0.0,"STAMPASISTEM
DOOBEOGRAD
688",❓ Ostalo
02.04.2025,Kupovina,11097.29,0.0,"LIDL141Čačak
Čačak688",🛒 Marketi
02.04.2025,"Isplatagotovinena
ATM-u",5000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
03.04.2025,"Isplatagotovinena
ATM-u",3000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
03.04.2025,Kupovina,1829.99,0.0,"LILLYAPOTEKA54
CACAK688",🏥 Apoteke
03.04.2025,"Isplatagotovinena
ATM-u",5000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
04.04.2025,"Isplatagotovinena
ATM-u",3000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
04.04.2025,"Neto(OPJ1-1101):
MAR2025",0.0,3650.0,"FinTechSolutions
CEEDOO",❓ Ostalo
04.04.2025,"Netozarada:MAR
2025/2",0.0,392408.91,"FinTechSolutions
CEEDOO",👗 Odeća i obuća
04.04.2025,PRODAJA,235800.0,0.0,FILIPMILIĆEVIĆ,💱 Menjačnica
04.04.2025,"Bezgotovinskiprenos
uRSD",6417.0,0.0,"PRIH.OD
USL.BOR.DECE
PRED.UST.GRAD",📱 Računi i usluge
04.04.2025,"Bezgotovinskiprenos
uRSD",12000.0,0.0,G.O.S.-LIFE,📱 Računi i usluge
07.04.2025,Kupovina,2180.0,0.0,"Prodajnomesto1
Cacak688",🛒 Marketi
07.04.2025,Kupovina,2097.0,0.0,"STAMPASISTEM
DOOBEOGRAD
688",❓ Ostalo
07.04.2025,Kupovina,2000.0,0.0,"PlanetBikeProdavn
Cacak688",🛒 Marketi
07.04.2025,"Isplatagotovinena
ATM-u",10000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
07.04.2025,Kupovinanarate,5001.58,0.0,"GIGATRONDOO
BEOGRAD8/12
BEOGRAD688",❓ Ostalo
08.04.2025,Kupovina,385.99,0.0,"LILLYAPOTEKA54
CACAK688",🏥 Apoteke
08.04.2025,Kupovina,275.04,0.0,"PAYSPOT
VUCKOVICM2
CACAK688",🏥 Apoteke
08.04.2025,Kupovina,4999.5,0.0,"705BSCACAKII
CACAK688",❓ Ostalo
08.04.2025,Kupovina,1241.4,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
08.04.2025,Kupovina,238.96,0.0,"APPLE.COM/BILL
08000000888372",💻 Tech i pretplate
08.04.2025,Kupovina,6932.02,0.0,"214-TEMPO005
CACAK688",🛒 Marketi
09.04.2025,Kupovina,4037.0,0.0,"DMFILIJALAJ073
CACAK688",❓ Ostalo
09.04.2025,Kupovina,799.0,0.0,"URADISAM
CACAKK2CACAK
688",❓ Ostalo
10.04.2025,Kupovina,1190.0,0.0,"ESSORRISO
CACAK688",🍔 Restorani i dostava
10.04.2025,Kupovina,2232.14,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
10.04.2025,Kupovina,3999.6,0.0,"NIS540B.S.
CACAK1CACAK
688",⛽ Gorivo
10.04.2025,Kupovina,537.92,0.0,"MAXI3445ČAČAK
688",🛒 Marketi
11.04.2025,Kupovina,2400.0,0.0,"STRSPORT
TRADECACAK688",⛷️ Sport i rekreacija
11.04.2025,Kupovina,1766.82,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
12.04.2025,"Bezgotovinskiprenos
uRSD",5982.0,0.0,"JPSRBIJAGAS
NOVISAD",📱 Računi i usluge
14.04.2025,"Bezgotovinskiprenos
uRSD",6999.0,0.0,"TEHNOMEDIA
CENTARDOO",❓ Ostalo
14.04.2025,"Bezgotovinskiprenos
uRSD",1031.0,0.0,"JKPKOMUNALAC
ČAČAK",📱 Računi i usluge
14.04.2025,"Bezgotovinskiprenos
uRSD",8200.83,0.0,"POREZNA
IMOV.OBV.KOJINE
VODIP.K.",❓ Ostalo
14.04.2025,Kupovina,700.0,0.0,"STKRJELENA
CACAK688",🛒 Marketi
14.04.2025,Kupovina,1680.0,0.0,"ASIAFOODDOO
Beograd688",🍔 Restorani i dostava
14.04.2025,Kupovina,991.0,0.0,"HOMEMADE
COMPANYDOO
BEOGRAD688",❓ Ostalo
14.04.2025,Kupovina,918.0,0.0,"PRODAJA
MESOVITEROBE
KMNCACAK688",🛒 Marketi
14.04.2025,Kupovina,3315.0,0.0,"NANIJADOO
CACAKCACAK688",❓ Ostalo
14.04.2025,Kupovina,2247.3,0.0,"KNJIZARAVULKAN
CACAKCaCak688",👗 Odeća i obuća
14.04.2025,Kupovina,359.25,0.0,"APPLE.COM/BILL
08000000888372",💻 Tech i pretplate
14.04.2025,"Isplatagotovinena
ATM-u",3000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
14.04.2025,Kupovina,1887.94,0.0,"MERCATOR-S
DOONOVISAD
ČAČAK688",🛒 Marketi
14.04.2025,Kupovina,11148.15,0.0,"LIDL141Čačak
Čačak688",🛒 Marketi
14.04.2025,"Isplatagotovinena
ATM-u",5000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
14.04.2025,Kupovina,7923.0,0.0,"KIDSBEBA09
CACAK688",👗 Odeća i obuća
15.04.2025,"Bezgotovinskiprenos
uRSD",2264.67,0.0,"""VODOVOD""JKP
CACAK",📱 Računi i usluge
15.04.2025,Kupovina,1052.8,0.0,"JPPUTEVISRBIJE
ECOMMER
BEOGRAD688",❓ Ostalo
15.04.2025,Kupovina,1500.0,0.0,"FIZIOKINETIKPR
CACAK688",🩺 Zdravstveni pregledi i analize
15.04.2025,Kupovina,1480.0,0.0,"SURAMBIENTE
CACAK688",❓ Ostalo
15.04.2025,Kupovina,757.0,0.0,"URADISAM
CACAKK1CACAK
688",❓ Ostalo
15.04.2025,Kupovina,970.3,0.0,"AUKRSENKOVIC
UZICE688",🏥 Apoteke
15.04.2025,Kupovina,5000.38,0.0,"705BSCACAKII
CACAK688",❓ Ostalo
15.04.2025,Kupovina,1910.0,0.0,"ZEL.SRB-REST-
ZEL.ST.M.MOKRA
GORA688",❓ Ostalo
15.04.2025,Kupovina,4750.0,0.0,"LOTIKA
RESTORAN
MOKRAGORA688",🍔 Restorani i dostava
15.04.2025,"Isplatagotovinena
ATM-u",8000.0,0.0,"BANCAINTESA
BEOGRADCACAK
688",💵 Gotovina (ATM)
15.04.2025,Kupovina,1712.0,0.0,"MIMOZACACAK
688",❓ Ostalo
